,Terrorist_Org,Year,Num_Wounded,Num_Killed,Num_Attacks
7674,Sabaot Tribe,1992,0.0,0.0,1
7675,Sabaot tribesmen,1992,0.0,40.0,1
7676,Saffron Tigers,1985,0.0,2.0,1
7677,Sagrado Corazon Fanatic Group,1997,0.0,4.0,1
7678,Saharan Revolutionary Armed Front (FARS),1997,5.0,32.0,3
7679,Saif-ul-Muslimeen,2003,0.0,0.0,1
7680,Salafi Abu-Bakr al-Siddiq Army,2006,0.0,3.0,1
7681,Salafi Abu-Bakr al-Siddiq Army,2010,8.0,0.0,1
7682,Salafi Daawa Group,2004,3.0,1.0,1
7683,Salafi Extremists,2009,0.0,0.0,1
7684,Salafia Jihadia,2003,100.0,45.0,5
7685,Salafist Group for Preaching and Fighting (GSPC),1999,1.0,15.0,6
7686,Salafist Group for Preaching and Fighting (GSPC),2000,15.0,37.0,14
7687,Salafist Group for Preaching and Fighting (GSPC),2001,13.0,54.0,14
7688,Salafist Group for Preaching and Fighting (GSPC),2002,35.0,65.0,16
7689,Salafist Group for Preaching and Fighting (GSPC),2003,52.0,104.0,28
7690,Salafist Group for Preaching and Fighting (GSPC),2004,64.0,56.0,25
7691,Salafist Group for Preaching and Fighting (GSPC),2005,109.0,140.0,42
7692,Salafist Group for Preaching and Fighting (GSPC),2006,113.0,109.0,66
7693,Salafist Group for Preaching and Fighting (GSPC),2007,21.0,7.0,2
7694,Salafist Group for Preaching and Fighting (GSPC),2008,0.0,3.0,1
7695,Salah al-Din Squad,1986,0.0,0.0,1
7696,Salvadoran Guerrillas,1984,0.0,3.0,1
7697,Salvadoran Guerrillas,1986,21.0,15.0,1
7698,Sammilito Sangskritik Jote (Alliance of Cultural Forums),1994,12.0,0.0,1
7699,Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2008,13.0,1.0,2
7700,Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2010,0.0,2.0,3
7701,Samyukta Jatiya Mukti Morcha (SJMM),2010,0.0,0.0,6
7702,Samyukta Jatiya Mukti Morcha (SJMM),2011,5.0,0.0,1
7703,Samyukta Jatiya Mukti Morcha (SJMM),2012,17.0,8.0,5
7704,Samyukta Terai Madhes Mukti Party,2012,1.0,0.0,1
7705,Sanaa Province of the Islamic State,2015,679.0,304.0,29
7706,Sanaa Province of the Islamic State,2016,0.0,0.0,1
7707,Sanatan Sanstha,2013,0.0,1.0,1
7708,Sanatan Sanstha,2015,1.0,2.0,2
7709,Sanatan Sanstha,2018,0.0,0.0,2
7710,Sandinist People's Army (EPS),1983,0.0,1.0,1
7711,Sandinist People's Army (EPS),1985,0.0,0.0,3
7712,Sandinista National Liberation Front (FSLN),1970,0.0,0.0,1
7713,Sandinista National Liberation Front (FSLN),1974,0.0,0.0,1
7714,Sandinista National Liberation Front (FSLN),1975,0.0,11.0,1
7715,Sandinista National Liberation Front (FSLN),1976,0.0,0.0,2
7716,Sandinista National Liberation Front (FSLN),1977,12.0,26.0,5
7717,Sandinista National Liberation Front (FSLN),1978,77.0,83.0,61
7718,Sandinista National Liberation Front (FSLN),1979,36.0,121.0,126
7719,Sandinista National Liberation Front (FSLN),1991,0.0,0.0,9
7720,Sandinista National Liberation Front (FSLN),1992,0.0,0.0,1
7721,Sandinista National Liberation Front (FSLN),1996,2.0,0.0,2
7722,Sandinista Protester,1995,0.0,0.0,1
7723,Sandinistas,1980,0.0,0.0,1
7724,Sandinistas,1982,2.0,0.0,1
7725,Sandinistas,1983,0.0,3.0,2
7726,Sandinistas,1985,8.0,1.0,1
7727,Sandinistas,1986,3.0,0.0,1
7728,Sandinistas,1987,0.0,0.0,1
7729,Sandinistas,1991,0.0,0.0,9
7730,Sandinistas,1992,0.0,0.0,1
7731,Sandinistas,1995,0.0,0.0,2
7732,Sandval (union) Movement,1994,1.0,0.0,1
7733,Sanghiya Limbuwan Committee (SLC),2011,0.0,0.0,1
7734,Sanidila Secessionist Movement,1977,16.0,0.0,1
7735,Sanidila Secessionist Movement,1978,10.0,0.0,1
7736,Saor Eire (Irish Republican Group),1970,0.0,1.0,1
7737,Saor Eire (Irish Republican Group),1971,0.0,1.0,1
7738,Saraya Waad Allah,2015,6.0,2.0,1
7739,Saraya Waad Allah,2017,14.0,1.0,2
7740,Saraya al-Jihad Fi Bilad al-Sham,2018,0.0,11.0,1
7741,Saraya al-Mukhtar,2014,0.0,1.0,1
7742,Sardinian Autonomy Movement,2002,0.0,0.0,1
7743,Sasna Tsrer,2016,1.0,6.0,1
7744,Saudi Hezbollah,1996,386.0,19.0,1
7745,Savane Pistache gang,2018,1.0,0.0,3
7746,Save Kashmir Movement,2002,0.0,1.0,1
7747,Save Kashmir Movement,2004,30.0,9.0,2
7748,Save Our Israel Land,1976,0.0,0.0,3
7749,Save Uganda Movement,1979,0.0,0.0,3
7750,Sawaid Al-Khayr,2018,0.0,0.0,1
7751,Sayfullakh,2013,2.0,3.0,1
7752,Scheutzen group,1984,0.0,2.0,1
7753,Schiedam Youth Front,1986,0.0,0.0,1
7754,Scooter Borne terrorists,1987,2.0,6.0,2
7755,Scottish National Liberation Army,1983,6.0,0.0,2
7756,Scottish National Liberation Army,1985,1.0,0.0,1
7757,Scottish National Liberation Army,1986,1.0,0.0,2
7758,Scottish National Liberation Army,2002,0.0,0.0,2
7759,Scottish Nationalists,1983,0.0,0.0,1
7760,Scottish Socialist Republican League,1981,2.0,0.0,2
7761,Sea Shepherd Conservation Society,1986,0.0,0.0,1
7762,Seaborne Moslem Raiders,1981,0.0,0.0,1
7763,Seattle Liberation Front,1970,0.0,0.0,1
7764,Secessionists,1980,0.0,0.0,1
7765,Secessionists,1982,5.0,25.0,2
7766,Secessionists,1983,0.0,0.0,1
7767,Secessionists,2012,8.0,4.0,3
7768,Secret Anti-Communist Army (ESA),1978,1.0,2.0,2
7769,Secret Anti-Communist Army (ESA),1979,0.0,0.0,1
7770,Secret Anti-Communist Army (ESA),1980,0.0,8.0,9
7771,Secret Anti-Communist Army (ESA),1983,0.0,0.0,5
7772,Secret Anti-Communist Army (ESA),1985,0.0,1.0,1
7773,Secret Anti-Communist Army (ESA),1989,0.0,0.0,1
7774,Secret Army Organization,1972,0.0,0.0,2
7775,Secret Cuban Government,1971,0.0,0.0,2
7776,Secret Cuban Government,1972,0.0,0.0,4
7777,Secret Cuban Government,1973,0.0,0.0,2
7778,Secret Organization Zero,1974,0.0,1.0,1
7779,Secret Organization Zero,1975,0.0,1.0,1
7780,Sect of Revolutionaries (Greece),2009,0.0,1.0,2
7781,Sect of Revolutionaries (Greece),2010,0.0,1.0,1
7782,Seiji Kesha Kokuyukai,1990,0.0,0.0,1
7783,Seikijuku,1990,0.0,0.0,1
7784,Seikijuku,1991,0.0,0.0,2
7785,Sekihotai,1988,0.0,0.0,1
7786,Sekihotai,1990,0.0,0.0,1
7787,Seleka,2013,0.0,7.0,1
7788,Seleka,2014,41.0,342.0,22
7789,Seleka,2015,34.0,49.0,9
7790,Seleka,2016,10.0,20.0,2
7791,Self Defense Forces,1996,0.0,0.0,1
7792,Self-Defense Against All Authority,1980,0.0,0.0,1
7793,Self-Defense Group of Imghad Tuaregs and Allies (GATIA),2015,0.0,21.0,3
7794,Self-Defense Group of Imghad Tuaregs and Allies (GATIA),2018,1.0,17.0,2
7795,"Senki (""Battle Flag"")",1983,0.0,0.0,5
7796,"Senki (""Battle Flag"")",1984,0.0,0.0,1
7797,"Senki (""Battle Flag"")",1986,0.0,0.0,2
7798,Separatist Arab Guerrillas,1979,35.0,1.0,1
7799,Separatist Clandestine Organization,1984,0.0,1.0,1
7800,Separatists,1980,0.0,1.0,2
7801,Separatists,1981,0.0,0.0,1
7802,Separatists,1984,17.0,15.0,22
7803,Separatists,1985,21.0,65.0,10
7804,Separatists,1986,21.0,27.0,19
7805,Separatists,1987,16.0,20.0,57
7806,Separatists,1990,0.0,3.0,1
7807,Separatists,1992,2.0,1.0,1
7808,Separatists,1995,0.0,0.0,12
7809,Separatists,1996,79.0,109.0,27
7810,Separatists,1997,55.0,79.0,20
7811,Separatists,1999,11.0,36.0,9
7812,Separatists,2000,18.0,18.0,4
7813,Separatists,2001,0.0,6.0,2
7814,Separatists,2002,0.0,8.0,16
7815,Separatists,2003,1.0,0.0,1
7816,Separatists,2007,3.0,11.0,5
7817,Separatists,2008,11.0,1.0,2
7818,Separatists,2011,2.0,2.0,5
7819,Separatists,2012,559.0,88.0,66
7820,Separatists,2013,131.0,51.0,83
7821,Separatists,2014,188.0,47.0,104
7822,Separatists,2015,89.0,30.0,53
7823,Separatists,2016,69.0,92.0,50
7824,Separatists,2017,41.0,36.0,18
7825,Separatists,2018,123.0,166.0,145
7826,September 11,2001,0.0,0.0,1
7827,September 11,2003,0.0,0.0,3
7828,September 11 Commandos,1986,0.0,4.0,1
7829,September 11 Commandos,1990,0.0,0.0,2
7830,September 17 Organization,1984,0.0,0.0,1
7831,Serb Radical Party,2000,0.0,0.0,1
7832,Serb demonstrators,1997,2.0,0.0,1
7833,Serbian Gangsters,1994,0.0,0.0,1
7834,Serbian Nationalists,1979,0.0,0.0,1
7835,Serbian Nationalists,1991,0.0,3.0,3
7836,Serbian extremists,1991,10.0,184.0,7
7837,Serbian extremists,1999,12.0,0.0,2
7838,Serbian guerrillas,1991,25.0,9.0,6
7839,Serbian guerrillas,1992,36.0,26.0,11
7840,Serbian irregulars,1992,2.0,0.0,2
7841,Serbian rebels,1991,0.0,1.0,2
7842,Serbs,1991,0.0,1.0,1
7843,Serbs,1997,2.0,1.0,3
7844,Servants of Islam Organization,1992,0.0,0.0,1
7845,Ses'khona Peoples' Rights Movement,2014,0.0,0.0,1
7846,Settlers at Kfar Darom,1992,0.0,0.0,3
7847,Shabelle Valley militia,2012,0.0,5.0,2
7848,Shabwah Province of the Islamic State,2015,0.0,14.0,1
7849,Shahid Khalsa Force,1997,42.0,2.0,2
7850,Shahin (Falcon),1992,0.0,0.0,1
7851,Sham 'unite,1980,0.0,1.0,1
7852,Sham Liberation Army,2018,0.0,0.0,1
7853,Shamil Group,2016,1.0,0.0,1
7854,Shamiya Front,2014,0.0,7.0,1
7855,Shamiya Front,2015,25.0,10.0,1
7856,Shamiya Front,2016,11.0,3.0,7
7857,Shan Insurgents,1973,0.0,0.0,1
7858,Shan Insurgents,1988,13.0,5.0,2
7859,Shan State Army - North (SSA-N),1989,0.0,2.0,1
7860,Shan State Army - North (SSA-N),2015,4.0,0.0,3
7861,Shan State Army - South (SSA-S),2008,6.0,8.0,2
7862,Shan State Army - South (SSA-S),2013,3.0,2.0,1
7863,Shan State Army - South (SSA-S),2018,0.0,0.0,2
7864,Shan State Progressive Party,1979,90.0,56.0,11
7865,Shan United Revolutionary Army,2003,1.0,16.0,5
7866,Shangytown residents,1994,11.0,0.0,1
7867,Shanti Bahini - Peace Force,1986,0.0,19.0,2
7868,Shanti Bahini - Peace Force,1988,78.0,79.0,17
7869,Shanti Bahini - Peace Force,1989,124.0,119.0,24
7870,Shanti Bahini - Peace Force,1990,122.0,61.0,13
7871,Shanti Bahini - Peace Force,1991,26.0,52.0,10
7872,Shanti Bahini - Peace Force,1992,79.0,63.0,16
7873,Shanti Bahini - Peace Force,1995,112.0,2.0,4
7874,Shanti Bahini - Peace Force,1996,61.0,38.0,11
7875,Shanti Bahini - Peace Force,1997,0.0,6.0,2
7876,Shanty Dwellers,1995,0.0,0.0,1
7877,Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar),1979,0.0,0.0,1
7878,Sharp Sword Organization,1984,0.0,0.0,1
7879,Shaykh Hassan Khalid Forces,1989,0.0,0.0,1
7880,Shaykh Subhi Al-Salih Forces,1988,0.0,0.0,2
7881,Shaykh Subhi Al-Salih Forces,1989,3.0,4.0,16
7882,Sheikh Omar Hadid Brigade,2015,0.0,0.0,4
7883,Shia Muslim extremists,1979,0.0,3.0,4
7884,Shia Muslim extremists,1980,0.0,0.0,5
7885,Shia Muslim extremists,1981,1.0,0.0,2
7886,Shia Muslim extremists,1982,2.0,0.0,1
7887,Shia Muslim extremists,1983,0.0,0.0,1
7888,Shia Muslim extremists,1984,0.0,0.0,4
7889,Shia Muslim extremists,1985,0.0,0.0,1
7890,Shia Muslim extremists,1987,0.0,1.0,1
7891,Shia Muslim extremists,1991,18.0,6.0,4
7892,Shia Muslim extremists,1992,46.0,12.0,4
7893,Shia Muslim extremists,1994,10.0,0.0,1
7894,Shia Muslim extremists,1995,18.0,6.0,4
7895,Shia Muslim extremists,1996,122.0,119.0,3
7896,Shia Muslim extremists,2000,0.0,0.0,1
7897,Shia Muslim extremists,2005,1.0,1.0,1
7898,Shia Muslim extremists,2007,6.0,19.0,3
7899,Shia Muslim extremists,2016,4.0,4.0,1
7900,Shia Muslim extremists,2017,0.0,2.0,2
7901,Shield of Islam Brigade,2010,3.0,0.0,2
7902,Shining Path (SL),1978,0.0,0.0,1
7903,Shining Path (SL),1979,0.0,5.0,1
7904,Shining Path (SL),1980,5.0,1.0,25
7905,Shining Path (SL),1981,15.0,7.0,87
7906,Shining Path (SL),1982,63.0,219.0,249
7907,Shining Path (SL),1983,249.0,1776.0,493
7908,Shining Path (SL),1984,512.0,2412.0,502
7909,Shining Path (SL),1985,112.0,708.0,249
7910,Shining Path (SL),1986,195.0,439.0,391
7911,Shining Path (SL),1987,192.0,716.0,464
7912,Shining Path (SL),1988,190.0,839.0,277
7913,Shining Path (SL),1989,239.0,1294.0,509
7914,Shining Path (SL),1990,163.0,1045.0,371
7915,Shining Path (SL),1991,184.0,1028.0,426
7916,Shining Path (SL),1992,612.0,728.0,286
7917,Shining Path (SL),1994,48.0,55.0,74
7918,Shining Path (SL),1995,46.0,99.0,34
7919,Shining Path (SL),1996,45.0,47.0,23
7920,Shining Path (SL),1997,42.0,39.0,31
7921,Shining Path (SL),1998,9.0,4.0,3
7922,Shining Path (SL),1999,3.0,28.0,5
7923,Shining Path (SL),2000,6.0,4.0,2
7924,Shining Path (SL),2001,9.0,16.0,3
7925,Shining Path (SL),2002,32.0,9.0,1
7926,Shining Path (SL),2003,10.0,7.0,1
7927,Shining Path (SL),2004,4.0,4.0,2
7928,Shining Path (SL),2005,2.0,3.0,1
7929,Shining Path (SL),2006,0.0,7.0,1
7930,Shining Path (SL),2007,4.0,12.0,3
7931,Shining Path (SL),2009,9.0,19.0,4
7932,Shining Path (SL),2012,13.0,7.0,8
7933,Shining Path (SL),2013,4.0,6.0,13
7934,Shining Path (SL),2014,7.0,4.0,9
7935,Shining Path (SL),2015,2.0,3.0,6
7936,Shining Path (SL),2016,7.0,10.0,2
7937,Shining Path (SL),2017,3.0,3.0,4
7938,Shining Path (SL),2018,0.0,4.0,1
7939,Shinwari Tribe,1996,30.0,15.0,1
7940,Shiv Sena,2012,0.0,0.0,1
7941,Shiv Sena,2013,1.0,0.0,1
7942,Shonkonjuku Group,1991,0.0,0.0,1
7943,Shop owners,1994,1.0,0.0,1
7944,Shuar extremists,2016,14.0,1.0,2
7945,Shuar extremists,2017,0.0,0.0,1
7946,Shura Council of Ajdabiya Revolutionaries,2015,0.0,4.0,3
7947,Shura Council of Benghazi Revolutionaries,2014,67.0,17.0,5
7948,Shura Council of Benghazi Revolutionaries,2015,34.0,17.0,9
7949,Shura Council of Benghazi Revolutionaries,2016,20.0,23.0,3
7950,Shura Council of Benghazi Revolutionaries,2017,0.0,0.0,2
7951,Shura Council of Benghazi Revolutionaries,2018,81.0,42.0,3
7952,Shura Council of Mujahideen in Derna,2014,0.0,8.0,2
7953,Shura Council of Mujahideen in Derna,2015,0.0,39.0,2
7954,Shura Council of Mujahideen in Derna,2016,2.0,4.0,5
7955,Shura Council of Mujahideen in Derna,2017,4.0,7.0,8
7956,Shura Council of Mujahideen in Derna,2018,2.0,5.0,5
7957,Shutdown G20: Take Hamburg offline!,2017,0.0,0.0,10
7958,Siah KAL,1970,0.0,0.0,1
7959,Sicarii,1989,3.0,1.0,4
7960,Sikh Extremists,1981,2.0,1.0,2
7961,Sikh Extremists,1982,1.0,1.0,1
7962,Sikh Extremists,1983,10.0,13.0,12
7963,Sikh Extremists,1984,114.0,69.0,51
7964,Sikh Extremists,1985,34.0,345.0,15
7965,Sikh Extremists,1986,100.0,156.0,38
7966,Sikh Extremists,1987,169.0,317.0,92
7967,Sikh Extremists,1988,331.0,366.0,128
7968,Sikh Extremists,1989,211.0,273.0,87
7969,Sikh Extremists,1990,288.0,267.0,65
7970,Sikh Extremists,1991,528.0,584.0,133
7971,Sikh Extremists,1992,351.0,418.0,90
7972,Sikh Extremists,1994,13.0,2.0,1
7973,Sikh Extremists,2017,0.0,1.0,1
7974,Simon Bolivar Guerrilla Coordinating Board (CGSB),1986,13.0,121.0,26
7975,Simon Bolivar Guerrilla Coordinating Board (CGSB),1987,13.0,26.0,14
7976,Simon Bolivar Guerrilla Coordinating Board (CGSB),1988,7.0,32.0,8
7977,Simon Bolivar Guerrilla Coordinating Board (CGSB),1989,4.0,12.0,2
7978,Simon Bolivar Guerrilla Coordinating Board (CGSB),1990,0.0,23.0,6
7979,Simon Bolivar Guerrilla Coordinating Board (CGSB),1991,31.0,108.0,80
7980,Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,47.0,67.0,47
7981,Simon Bolivar Guerrilla Coordinating Board (CGSB),1994,0.0,2.0,21
7982,Simon Bolivar Guerrilla Coordinating Board (CGSB),2003,4.0,0.0,2
7983,Sinai Province of the Islamic State,2014,23.0,21.0,19
7984,Sinai Province of the Islamic State,2015,549.0,626.0,164
7985,Sinai Province of the Islamic State,2016,268.0,338.0,145
7986,Sinai Province of the Islamic State,2017,326.0,636.0,117
7987,Sinai Province of the Islamic State,2018,75.0,75.0,31
7988,Sindh Liberation Front,2012,0.0,0.0,2
7989,Sindhi nationalists,1992,0.0,6.0,3
7990,Sindhu Desh Liberation Army (SDLA),2010,0.0,0.0,2
7991,Sindhu Desh Liberation Army (SDLA),2011,3.0,0.0,4
7992,Sindhu Desh Liberation Army (SDLA),2012,37.0,9.0,35
7993,Sindhu Desh Liberation Army (SDLA),2013,4.0,1.0,6
7994,Sindhu Desh Liberation Army (SDLA),2014,3.0,2.0,5
7995,Sindhu Desh Liberation Army (SDLA),2015,0.0,0.0,1
7996,Sindhu Desh Liberation Army (SDLA),2016,17.0,1.0,4
7997,Sindhu Desh Liberation Army (SDLA),2017,8.0,0.0,1
7998,Sindhudesh Revolutionary Army (SRA),2012,1.0,0.0,3
7999,Sindhudesh Revolutionary Army (SRA),2013,0.0,0.0,9
8000,Sindhudesh Revolutionary Army (SRA),2014,0.0,0.0,7
8001,Sindhudesh Revolutionary Army (SRA),2015,0.0,0.0,1
8002,Sindhudesh Revolutionary Army (SRA),2016,3.0,0.0,1
8003,Sindhudesh Revolutionary Army (SRA),2017,0.0,0.0,3
8004,Sindhudesh Revolutionary Army (SRA),2018,7.0,1.0,3
8005,Sinhale Jathika Balamuluwa,2017,0.0,0.0,1
8006,Sinhalese Extremists,1986,45.0,0.0,1
8007,Sinhalese Insurgents,1988,0.0,22.0,1
8008,Sinhalese Militants,1990,0.0,9.0,2
8009,Sinhalese Militants,1995,0.0,1.0,2
8010,Sipah-I-Mohammed,1996,7.0,0.0,1
8011,Sipah-I-Mohammed,2004,100.0,41.0,1
8012,Sipah-I-Mohammed,2013,2.0,0.0,1
8013,Sipah-I-Mohammed,2014,2.0,4.0,3
8014,Sipah-e-Sahaba/Pakistan (SSP),1990,0.0,1.0,1
8015,Sipah-e-Sahaba/Pakistan (SSP),1994,15.0,11.0,5
8016,Sipah-e-Sahaba/Pakistan (SSP),1995,16.0,13.0,4
8017,Sipah-e-Sahaba/Pakistan (SSP),1997,1.0,7.0,2
8018,Sipah-e-Sahaba/Pakistan (SSP),1998,9.0,9.0,1
8019,Sipah-e-Sahaba/Pakistan (SSP),2001,3.0,19.0,4
8020,Sipah-e-Sahaba/Pakistan (SSP),2005,0.0,1.0,1
8021,Sipah-e-Sahaba/Pakistan (SSP),2006,3.0,0.0,1
8022,Siriri,2018,7.0,6.0,4
8023,Sisters in Arms,2010,1.0,0.0,1
8024,Sixth of March Group,1975,0.0,0.0,1
8025,Skinhead group,1991,0.0,1.0,1
8026,Skinheads,2000,0.0,0.0,1
8027,Skinheads,2006,2.0,3.0,2
8028,Slum Dwellers,1995,1.0,0.0,1
8029,Smugglers and Elephant Poachers,1992,0.0,5.0,1
8030,Sober and Evil Youth,2018,4.0,1.0,1
8031,Social Christian Party (PSC),1996,0.0,0.0,1
8032,Social Patriot Movement,2018,4.0,0.0,1
8033,Social Resistance,1988,0.0,0.0,4
8034,Social Resistance,1990,0.0,0.0,5
8035,Socialist Chhatra League,1994,0.0,1.0,1
8036,Socialist Labor Party of Lebanon,1976,0.0,3.0,1
8037,Socialist Patients' Collective (SPK),1970,0.0,0.0,1
8038,Socialist Patients' Collective (SPK),1971,0.0,0.0,1
8039,Socialist Patients' Collective (SPK),1975,13.0,3.0,1
8040,Socialist Recovery Movement,1992,0.0,0.0,1
8041,Socialist Revolutionary Brigade,1989,0.0,0.0,1
8042,Socialist-Nationalist Front (SNF),1988,5.0,0.0,1
8043,Soldiers of Truth,1988,1.0,1.0,4
8044,Soldiers of Truth,1989,0.0,4.0,3
8045,Soldiers of the Algerian Opposition,1975,0.0,0.0,3
8046,Soldiers of the Caliphate,2011,0.0,1.0,2
8047,Solidarist Resistance Movement,1977,0.0,0.0,2
8048,Solidarity with imprisoned members of Action Directe (AD),2006,0.0,0.0,2
8049,Somali Gang,1992,2.0,3.0,1
8050,Somali Guerrillas,1977,0.0,1.0,1
8051,Somali Guerrillas,1992,0.0,0.0,1
8052,Somali Islamic Front,2008,0.0,0.0,1
8053,Somali Islamic Front,2009,2.0,1.0,2
8054,Somali National Alliance,1992,0.0,0.0,1
8055,Somali National Alliance,1994,0.0,0.0,1
8056,Somali National Movement,1987,0.0,0.0,1
8057,Somali National Movement,1988,5.0,0.0,2
8058,Somali National Movement,1989,0.0,30.0,2
8059,Somali National Movement,1990,0.0,1.0,1
8060,Somali National Movement,1991,0.0,0.0,1
8061,Somali Patriotic Movement,1991,0.0,0.0,1
8062,Somali Salvation Democratic Front (SSDF),1983,0.0,0.0,1
8063,Somali Salvation Front (SSF),1981,2.0,0.0,8
8064,Somoza Sympathizers,1980,0.0,0.0,1
8065,Somozists,1980,1.0,6.0,3
8066,Somozists,1981,0.0,7.0,1
8067,Sons of Liberty,1971,0.0,0.0,2
8068,Sons of Zouari,2018,0.0,0.0,1
8069,Sons of the Gestapo,1995,78.0,1.0,1
8070,Sons of the South,1984,0.0,0.0,1
8071,Sons of the South (Shiite Muslim Group),1980,0.0,0.0,1
8072,Soskan tribe,1992,0.0,11.0,1
8073,South African Liberation Support Cadre (SALSC),1981,0.0,0.0,3
8074,South African guerrillas,1987,0.0,1.0,1
8075,South East Antrim Brigade,2016,0.0,0.0,1
8076,South East Antrim Brigade,2017,0.0,1.0,1
8077,South East Antrim Brigade,2018,0.0,0.0,2
8078,South Group (Russia),2016,0.0,0.0,1
8079,South Lebanon Army,1991,0.0,0.0,1
8080,South Londonderry Volunteers (SLV),2001,0.0,0.0,2
8081,South Moluccans,1970,0.0,0.0,1
8082,South Moluccans,1974,0.0,1.0,1
8083,South Moluccans,1975,2.0,4.0,3
8084,South Moluccans,1977,0.0,8.0,3
8085,South Moluccans,1978,11.0,1.0,1
8086,South Ossetian Extremists,1991,0.0,0.0,1
8087,South Ossetian Separatists,2008,3.0,1.0,9
8088,South Ossetian Separatists,2010,1.0,0.0,1
8089,South Sudan Armed Forces (SSAF),2015,0.0,0.0,1
8090,South Sudan Democratic Army,2012,0.0,0.0,1
8091,South Sudan Democratic Army,2015,0.0,0.0,1
8092,South Sudan Liberation Army (SSLA),2011,7.0,20.0,3
8093,South Sudan National Movement for Change (SSNMC-Unvuas),2018,0.0,0.0,2
8094,South Sudan United Front (SSUF),2018,0.0,0.0,2
8095,South Sudanese extremists,2017,0.0,0.0,1
8096,South-West Africa People's Organization (SWAPO),1975,0.0,1.0,1
8097,South-West Africa People's Organization (SWAPO),1976,0.0,1.0,1
8098,South-West Africa People's Organization (SWAPO),1978,60.0,1.0,4
8099,South-West Africa People's Organization (SWAPO),1979,24.0,29.0,23
8100,South-West Africa People's Organization (SWAPO),1980,3.0,11.0,5
8101,South-West Africa People's Organization (SWAPO),1982,0.0,2.0,1
8102,South-West Africa People's Organization (SWAPO),1983,0.0,4.0,2
8103,South-West Africa People's Organization (SWAPO),1984,26.0,16.0,12
8104,South-West Africa People's Organization (SWAPO),1985,7.0,8.0,2
8105,South-West Africa People's Organization (SWAPO),1987,0.0,0.0,1
8106,South-West Africa People's Organization (SWAPO),1988,79.0,23.0,11
8107,Southern Front,2014,41.0,14.0,2
8108,Southern Front,2015,31.0,42.0,12
8109,Southern Front,2016,0.0,0.0,14
8110,Southern Front,2017,0.0,0.0,1
8111,Southern Mobility Movement (Yemen),2010,18.0,9.0,10
8112,Southern Mobility Movement (Yemen),2011,0.0,0.0,1
8113,Southern Mobility Movement (Yemen),2012,25.0,9.0,16
8114,Southern Mobility Movement (Yemen),2013,30.0,12.0,9
8115,Southern Mobility Movement (Yemen),2014,34.0,36.0,16
8116,Southern Mobility Movement (Yemen),2015,8.0,46.0,7
8117,Southern Nucleus of Communist Counterpower,1978,0.0,0.0,1
8118,Southern Resistance Forces (SRF),2018,2.0,1.0,3
8119,Southern Sierra Peasant Organization,1994,0.0,0.0,1
8120,Southern Sierra Peasant Organization,1995,0.0,0.0,1
8121,Southern Yemen Separatists,2010,3.0,2.0,1
8122,Southern Yemen Separatists,2013,10.0,1.0,4
8123,Southern Yemen Separatists,2014,4.0,2.0,1
8124,Sovereign Citizen,2012,1.0,0.0,1
8125,Sovereign Citizen,2014,1.0,1.0,1
8126,Sovereign Citizen,2015,5.0,0.0,1
8127,Sovereign Panama Patriotic Front,1992,0.0,0.0,1
8128,Soviet and Cuban-backed rebels/mercenaries,1977,0.0,1.0,1
8129,Spanish Armed Group,1979,0.0,0.0,1
8130,Spanish Armed Group,1980,0.0,1.0,3
8131,Spanish Basque Battalion (BBE) (rightist),1978,0.0,1.0,1
8132,Spanish Basque Battalion (BBE) (rightist),1980,13.0,8.0,9
8133,Spanish Basque Battalion (BBE) (rightist),1981,3.0,1.0,3
8134,Spanish Falange,1980,3.0,1.0,1
8135,Spanish International Communist Party,1979,0.0,0.0,1
8136,Spanish National Action,1979,1.0,2.0,5
8137,Special Purpose Islamic Regiment (SPIR),2001,0.0,14.0,1
8138,Special Purpose Islamic Regiment (SPIR),2002,0.0,170.0,2
8139,Squadrons of Terror (Katibat El Ahoual),2000,1.0,7.0,2
8140,Squatters,1994,0.0,0.0,1
8141,St. Kitts Nevis Labor Party,1995,9.0,0.0,1
8142,State Council of Indian and Peasant Organization,1995,2.0,2.0,1
8143,Stop the War Coalition,1970,12.0,0.0,1
8144,Strike Enforcers,1995,2.0,0.0,1
8145,Strikers,1970,1.0,0.0,22
8146,Strikers,1971,0.0,0.0,1
8147,Strikers,1980,0.0,0.0,1
8148,Strikers,1992,0.0,0.0,1
8149,Strikers,1995,62.0,0.0,15
8150,Strikers,1996,1.0,0.0,3
8151,Strikers,1997,15.0,3.0,4
8152,Strikers,2003,0.0,0.0,1
8153,Striking Minors Group,1992,0.0,0.0,1
8154,Struggle Against Misery and Exploitation of Peasants,1989,0.0,2.0,2
8155,Student Demonstrators,1991,0.0,1.0,2
8156,Student Demonstrators,1992,0.0,0.0,1
8157,Student Demonstrators,1995,0.0,0.0,1
8158,Student Front of the People,1981,1.0,4.0,4
8159,Student Militants,1996,0.0,0.0,1
8160,Student Network of Mandalay,2014,0.0,0.0,1
8161,Student Radicals,1970,6.0,0.0,54
8162,Student Radicals,1971,0.0,0.0,13
